ISSN;TITULO;QUALIS
26746441;REVISTA NATURAE;C
19836376;REVISTA NAU;B3
21795738;REVISTA NAU SOCIAL;B2
25257757;REVISTA NAVA;A4
01027506;REVISTA NAVAL DE ODONTOLOGIA (RIO DE JANEIRO);C
25271164;REVISTA NAWA;B3
2675438X;REVISTA NEADS;C
23173459;REVISTA NEIBA - CADERNOS ARGENTINA-BRASIL;B1
24475548;REVISTA NEP - NUCLEO DE ESTUDOS PARANAENSES DA UFPR;B3
18066755;REVISTA NERA (UNESP);A1
19844905;REVISTA NEUROCIENCIAS;B2
01241265;REVISTA NEUROPSICOLOGIA, NEUROPSIQUIATRIA Y NEUROCIENCIAS;B3
22378383;REVISTA NEXI;B3
25394355;REVISTA NEXUS COMUNICACION;B1
19842325;REVISTA NIC;C
25267973;REVISTA NOCTUA - ARQUEOLOGIA E PATRIMONIO;B4
18897231;REVISTA NOMADAS - REVISTA CRITICA DE CIENCIAS SOCIALES Y JURIDICAS;A4
22361480;REVISTA NORDESTINA DE BIOLOGIA;C
25953729;REVISTA NORDESTINA DE CIENCIAS BIOLOGICAS;C
25960334;REVISTA NORDESTINA DE HISTORIA DO BRASIL (RNHB);B3
18087663;REVISTA NORDESTINA DE ZOOLOGIA;C
22362940;REVISTA NORTE CIENTIFICO;C
22378170;REVISTA NORTE MINEIRA DE EDUCACAO FISICA;B4
23173092;REVISTA NORTE MINEIRA DE ENFERMAGEM - RENOME;B3
2446838X;REVISTA NORTE NORDESTE DE CARDIOLOGIA;C
24481793;REVISTA NOS – CULTURA, ESTETICA & LINGUAGENS;B3
21772959;REVISTA NOSSO ALHO;B4
26745976;REVISTA NOVA PAIDEIA;B1
25944363;REVISTA NOVA PERSPECTIVA SISTEMICA;B1
21570491;REVISTA NOVOS ESTUDOS JURIDICOS;A4
01025864;REVISTA NOVOS RUMOS;B2
23591986;REVISTA NOVOS SABERES;B1
26751062;REVISTA NUCEM;C
07193092;REVISTA NUESTRAMERICA;A4
16771605;REVISTA NUPEART;A1
23580925;REVISTA NUPEART (ONLINE);A1
21757429;REVISTA NUPEM (IMPRESSO);A4
21767912;REVISTA NUPEM (ONLINE);A4
1981156X;REVISTA NURES;A4
18077994;REVISTA O PROFESSOR;C
19842627;REVISTA OABRJ;A4
2526754X;REVISTA OBSERVACOES;C
24474266;REVISTA OBSERVATORIO;A2
23589175;REVISTA OBSERVATORIO DA DIVERSIDADE CULTURAL;C
07195729;REVISTA OBSERVATORIO DEL DEPORTE;B3
1981125X;REVISTA OBSERVATORIO ITAU CULTURAL;B4
25267647;REVISTA OBUTCHENIE;A4
25907816;REVISTA OCUPACION HUMANA;B2
19832435;REVISTA ODISSEIA;A2
19806523;REVISTA ODONTO CIENCIA (ONLINE);B4
01029460;REVISTA ODONTO CIENCIA (PUCRS. IMPRESSO);B4
1870199X;REVISTA ODONTOLOGIA MEXICANA;B2
26641216;REVISTA ODONTOLOGICA BASADRINA;C
16776704;REVISTA ODONTOLOGICA DE ARACATUBA;B4
01237810;REVISTA ODONTOS;C
25252941;REVISTA OLHAR - REVISTA CIENTIFICA DA ESAMC;B4
24470171;REVISTA OLHAR DIVERSO;C
21763291;REVISTA OLHARES;B1
25944924;REVISTA OLHARES DOCENTES - FAEC;C
19833857;REVISTA OLHARES E TRILHAS;A4
22381082;REVISTA OLHARES SOCIAIS. UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA;B4
21773807;REVISTA OLHO D'AGUA;B3
16773942;REVISTA OMNIA;C
2182598X;REVISTA ONIS SCIENCIA;C
25959859;REVISTA ONLINE DE PESQUISA;B2
18093159;REVISTA ONLINE FADIVALE;B3
26752719;REVISTA ONOMASTICA DESDE AMERICA LATINA;C
21773815;REVISTA OPINIAES ? REVISTA DOS ALUNOS DE LITERATURA BRASILEIRA USP;A4
21781176;REVISTA OPINIAO FILOSOFICA;A3
24476641;REVISTA OPINIAO JURIDICA;A3
18060420;REVISTA OPINIAO JURIDICA (FORTALEZA);A3
21837511;REVISTA ORBE;B4
22376976;REVISTA ORBIS LATINA;B1
24090131;REVISTA ORBITA PEDAGOGICA;A3
22385703;REVISTA ORG & DEMO;B1
22385702;REVISTA ORG & DEMO (ONLINE);B1
23162848;REVISTA ORGANIZACAO SISTEMICA;B3
01213709;REVISTA ORINOQUIA;B4
25304933;REVISTA OTARQ - OTRAS ARQUEOLOGIAS;A3
21763216;REVISTA OURICURI;B1
23170131;REVISTA OURICURI.;B1
21766045;REVISTA OUTRAS PALAVRAS;B2
25961489;REVISTA OUTRORA;B4
1851992X;REVISTA PAGINAS;A2
23181702;REVISTA PAGMAR;B3
25959638;REVISTA PAISAGENS HIBRIDAS;B1
25268708;REVISTA PALAU;C
23591786;REVISTA PALOTINA DE ADMINISTRACAO;B4
21766215;REVISTA PAN-AMAZONICA DE SAUDE (IMPRESSO);B3
21766223;REVISTA PAN-AMAZONICA DE SAUDE (ONLINE);B3
16797140;REVISTA PANAMERICANA DE INFECTOLOGIA (IMPRESSO);C
16805348;REVISTA PANAMERICANA DE SALUD PUBLICA (PRINT);A3
10204989;REVISTA PANAMERICANA DE SALUD PUBLICA / PAN AMERICAN JOURNAL OF PUBLIC HEALTH;A3
21723168;REVISTA PANGEA;C
22389210;REVISTA PANORAMICA;B1
16770609;REVISTA PANTANEIRA;B1
23188650;REVISTA PARADIGMA;A4
25255568;REVISTA PARADOXOS;B3
2526950X;REVISTA PARAENSE DE CONTABILIDADE;B3
01015907;REVISTA PARAENSE DE MEDICINA;A3
14143070;REVISTA PARAENSE DE ODONTOLOGIA;C
23141638;REVISTA PARAGUAY DESDE LAS CIENCIAS SOCIALES;B2
27073297;REVISTA PARAGUAYA DE EDUCACION A DISTANCIA (ONLINE);B4
20775172;REVISTA PARAGUAYA DE ESTUDIOS POLITICOS CONTEMPORANEO - NOVAPOLIS;A4
25955985;REVISTA PARAJAS;B3
05566916;REVISTA PARANAENSE DE DESENVOLVIMENTO;A4
22365567;REVISTA PARANAENSE DE DESENVOLVIMENTO (ONLINE);A4
22385800;REVISTA PARANAENSE DE EDUCACAO MATEMATICA;A3
25960342;REVISTA PARANAENSE DE ENFERMAGEM;B4
23184248;REVISTA PARLAMENTO & SOCIEDADE;B1
2594634X;REVISTA PARQUET EM FOCO;C
24485659;REVISTA PASAJES;B4
16592735;REVISTA PASOS;C
21828512;REVISTA PASSAGENS;C
21799938;REVISTA PASSAGENS: REVISTA DO PROGRAMA DE POS-GRADUACAO EM COMUNICACAO UFC;B3
24476137;REVISTA PATHOS;B4
25959484;REVISTA PAULISTA DE ENFERMAGEM;B4
00350362;REVISTA PAULISTA DE MEDICINA;C
0100705X;REVISTA PAULISTA DE ODONTOLOGIA;C
23593482;REVISTA PAULISTA DE PEDIATRIA (ENGLISH EDITION);B1
01030582;REVISTA PAULISTA DE PEDIATRIA (IMPRESSO);B1
19840462;REVISTA PAULISTA DE PEDIATRIA (ONLINE);B1
18094635;REVISTA PAULISTA DE REUMATOLOGIA;C
25263218;REVISTA PAULUS;B3
23593598;REVISTA PEBMED DE CIENCIAS MEDICAS;C
21776490;REVISTA PEDAGOGIA;C
19827318;REVISTA PEDAGOGIA COTIDIANO RESSIGNIFICADO;B2
07195885;REVISTA PEDAGOGIA UNIVERSITARIA Y DIDACTICA DEL DERECHO;A1
23586133;REVISTA PEDAGOGICA;C
19841566;REVISTA PEDAGOGICA (CHAPECO. ONLINE);A4
14158175;REVISTA PEDAGOGICA (UNOCHAPECO. IMPRESSO);A4
16763025;REVISTA PEGADA ELETRONICA (ONLINE);B1
11389168;REVISTA PENAL;B1
20074700;REVISTA PENAL MEXICO (IMPRESSO);A3
19822596;REVISTA PENSAMENTO CONTEMPORANEO EM ADMINISTRACAO;A3
24478571;REVISTA PENSAMENTO JURIDICO;A3
22153586;REVISTA PENSAMIENTO ACTUAL;B3
20272448;REVISTA PENSAMIENTO AMERICANO;B1
18534554;REVISTA PENSAMIENTO PENAL;A4
22372032;REVISTA PENSAR COMUNICACAO;B4
14090724;REVISTA PENSAR EN MOVIMIENTO;B2
21773300;REVISTA PERCURSO;A3
22360603;REVISTA PERCURSO ACADEMICO;A3
25956582;REVISTA PERIFERIAS;B1
23580844;REVISTA PERIODICUS;A3
01039393;REVISTA PERIODONTIA (SOCIEDADE BRASILEIRA DE PERIODONTOLOGIA);B3
19898924;REVISTA PERIPLO;B2
19839707;REVISTA PERSPECTIVA;A3
21785937;REVISTA PERSPECTIVA (ONLINE);C
22388486;REVISTA PERSPECTIVA EM EDUCACAO, GESTAO & TECNOLOGIA (ONLINE);C
23898186;REVISTA PERSPECTIVA EMPRESARIAL;B1
23579986;REVISTA PERSPECTIVA FILOSOFICA;B1
19814801;REVISTA PERSPECTIVA GEOGRAFICA (ONLINE);A1
24469459;REVISTA PERSPECTIVA HISTORICA;B4
18099459;REVISTA PERSPECTIVA JURIDICA (FGF);C
25261541;REVISTA PERSPECTIVA: CIENCIA E SAUDE;B2
21773548;REVISTA PERSPECTIVAS EM ANALISE DO COMPORTAMENTO;B1
17279933;REVISTA PERUANA DE BIOLOGIA (EN LINEA);B3
15610837;REVISTA PERUANA DE BIOLOGIA (IMPRESA);B3
23132868;REVISTA PERUANA DE CIENCIAS DE LA ACTIVIDAD FISICA Y DEL DEPORTE;B3
26630222;REVISTA PERUANA DE DERECHO INTERNACIONAL;C
17264642;REVISTA PERUANA DE MEDICINA EXPERIMENTAL Y SALUD PUBLICA;B1
17264634;REVISTA PERUANA DE MEDICINA EXPERIMENTAL Y SALUD PUBLICA (IMPRESA);B1
26751933;REVISTA PESQUISA & ENSINO;B2
22367160;REVISTA PESQUISA & EXTENSAO;B3
24470627;REVISTA PESQUISA E ACAO;B3
1806485X;REVISTA PESQUISA E EXTENSAO EM SAUDE (UNESC);C
1984025X;REVISTA PESQUISA EDUCACIONAL;C
25948032;REVISTA PESQUISA EM ADMINISTRACAO UFPE;B4
22382704;REVISTA PESQUISA EM FISIOTERAPIA;B4
19833946;REVISTA PESQUISA EM FOCO EM EDUCACAO E FILOSOFIA;B3
21790655;REVISTA PESQUISA NAVAL;C
25258222;REVISTA PESQUISA QUALITATIVA;A1
21796238;REVISTA PESQUISA SAUDE;C
25960644;REVISTA PESQUISAGRO;B4
23166487;REVISTA PESQUISAS JURIDICAS;C
03295001;REVISTA PETROQUIMICA, PETROLEO, GAS & QUIMICA;B4
08749493;REVISTA PHAINOMENON;B1
14136457;REVISTA PHILOLOGUS;C
2527225X;REVISTA PHOÎNIX;B1
16998774;REVISTA PHONICA;B1
24481947;REVISTA PHOTO & DOCUMENTO;B2
21757801;REVISTA PHYSIS;C
24477354;REVISTA PIAUIENSE DE HISTORIA SOCIAL E DO TRABALHO;B3
18707041;REVISTA PIEZAS EN DIALOGO FILOSOFIA Y CIENCIAS HUMANAS;C
19830963;REVISTA PILARES DA HISTORIA;C
16660579;REVISTA PILQUEN. SECCION CIENCIAS SOCIALES;A3
21751838;REVISTA PISTIS & PRAXIS: TEOLOGIA E PASTORAL;A2
16778081;REVISTA PLANTIO DIRETO;B4
19843941;REVISTA PLURAIS;C
22383751;REVISTA PLURAIS - VIRTUAL;B2
19828888;REVISTA PLURAL;B4
25961098;REVISTA PLURI;B4
25254014;REVISTA PLUS FRJ: REVISTA MULTIDISCIPLINAR EM EDUCACAO E SAUDE;C
21775745;REVISTA POETICAS VISUAIS - ARTE E LINGUAGEM;C
21778566;REVISTA POIESIS;A1
1983909X;REVISTA POLI;B4
25944398;REVISTA POLIEDRO;B2
03706761;REVISTA POLITECNICA (USP);B4
23584556;REVISTA POLITICA E PLANEJAMENTO REGIONAL;B1
15175901;REVISTA POLITICA E TRABALHO;A4
24691763;REVISTA POLITICA LATINOAMERICANA;A4
07198027;REVISTA POLITICA Y ESTRATEGIA;A3
23595825;REVISTA POLITICAS E SAUDE COLETIVA;A4
0718462X;REVISTA POLITICAS PUBLICAS;B3
23591552;REVISTA POLITICAS PUBLICAS & CIDADES;A3
23589841;REVISTA POLITIKA;B2
22360514;REVISTA POLYPHONIA;A3
22388850;REVISTA POLYPHONIA (ONLINE);A3
18072712;REVISTA PONTE.COM SINERGIA (SANTA CATARINA);B4
18086462;REVISTA PONTES;C
19832656;REVISTA PONTO DE VISTA;A1
24469319;REVISTA POPULUS;C
21783454;REVISTA PORTAL DE DIVULGACAO;B1
25254200;REVISTA PORTAL: SAUDE E SOCIEDADE (ONLINE);B1
26748533;REVISTA PORTO ALEGRE;B4
08702551;REVISTA PORTUGUESA DE CARDIOLOGIA;B3
08718563;REVISTA PORTUGUESA DE CIENCIA CRIMINAL;B2
16455584;REVISTA PORTUGUESA DE CIENCIA DAS RELIGIOES;B3
16474090;REVISTA PORTUGUESA DE CIENCIA POLITICA;B2
16450523;REVISTA PORTUGUESA DE CIENCIAS DO DESPORTO;B1
00350389;REVISTA PORTUGUESA DE CIENCIAS VETERINARIAS;B2
08737215;REVISTA PORTUGUESA DE CIRURGIA CARDIO-TORACICA;C
16463994;REVISTA PORTUGUESA DE DIABETES;C
08719187;REVISTA PORTUGUESA DE EDUCACAO;A1
21837481;REVISTA PORTUGUESA DE EDUCACAO ARTISTCA;B1
1647905X;REVISTA PORTUGUESA DE EDUCACAO ARTISTICA;B1
16463439;REVISTA PORTUGUESA DE ENDOCRINOLOGIA, DIABETES E METABOLISMO;C
21843023;REVISTA PORTUGUESA DE ENFERMAGEM DE REABILITACAO;B4
16472160;REVISTA PORTUGUESA DE ENFERMAGEM DE SAUDE MENTAL;B1
21838488;REVISTA PORTUGUESA DE ENGENHARIA DE ESTRUTURAS;A3
16476700;REVISTA PORTUGUESA DE ESTOMATOLOGIA, MEDICINA DENTARIA E CIRURGIA MAXILOFACIAL;B2
16462890;REVISTA PORTUGUESA DE ESTOMATOTOLOGIA, MEDICINA DENTARIA E CIRURGIA MAXILOFACIAL;B2
1645586X;REVISTA PORTUGUESA DE ESTUDOS REGIONAIS;A4
1647354X;REVISTA PORTUGUESA DE FARMACOTERAPIA;C
08705283;REVISTA PORTUGUESA DE FILOSOFIA;A1
08704147;REVISTA PORTUGUESA DE HISTORIA;A4
21839506;REVISTA PORTUGUESA DE HISTORIA DA COMUNICACAO;B3
08740321;REVISTA PORTUGUESA DE HUMANIDADES;B2
21834938;REVISTA PORTUGUESA DE INVESTIGACAO COMPORTAMENTAL E SOCIAL;B1
16454006;REVISTA PORTUGUESA DE INVESTIGACAO EDUCACIONAL;B1
08719705;REVISTA PORTUGUESA DE MUSICOLOGIA;A3
08720169;REVISTA PORTUGUESA DE NEFROLOGIA E HIPERTENSAO;B2
16462122;REVISTA PORTUGUESA DE ORTOPEDIA E TRAUMATOLOGIA;B4
0870418X;REVISTA PORTUGUESA DE PEDAGOGIA;A3
08732159;REVISTA PORTUGUESA DE PNEUMOLOGIA;B2
08739129;REVISTA PORTUGUESA DE PSICANALISE;B1
21838453;REVISTA PORTUGUESA DE SAUDE OCUPACIONAL;B3
21831297;REVISTA PORTUGUESA DE TERAPIA DA FALA;C
21824975;REVISTA PORTUGUESA DE ZOOTECNIA;C
16772067;REVISTA PORTUGUESA E BRASILEIRA DE GESTAO (RIO DE JANEIRO);B1
22369473;REVISTA POS-CIENCIAS SOCIAIS;A4
23593741;REVISTA POSICAO;B4
1984669X;REVISTA PRAIA VERMELHA (DIGITAL);A4
24481939;REVISTA PRAKSIS;B3
25262149;REVISTA PRATICA DOCENTE;B1
25269577;REVISTA PRATICA FORENSE;C
25266292;REVISTA PRATICAS DE ADMINISTRACAO PUBLICA (ONLINE);B3
22367268;REVISTA PRATICAS DE LINGUAGEM (UFJF);C
25946528;REVISTA PRATICAS EM EXTENSAO;B3
22160159;REVISTA PRAXIS & SABER: MAESTRIA EN EDUCACION;A2
21769230;REVISTA PRAXIS (ONLINE);A3
19844239;REVISTA PRAXIS (VOLTA REDONDA.IMPRESSO);A3
25961020;REVISTA PRAXIS COMUNAL;A4
24471534;REVISTA PRESENCA;B4
24466646;REVISTA PRESENCA GEOGRAFICA;A3
23937076;REVISTA PRESENCIA. MIRADAS DESDE Y HACIA LA EDUCACION;C
1517672X;REVISTA PRETEXTO;A4
24467901;REVISTA PREVENCAO DE INFECCAO E SAUDE;B1
22372423;REVISTA PRIMEIROS ESTUDOS;B2
25262106;REVISTA PRIMORDIUM;B2
26755483;REVISTA PRISMA;C
19818521;REVISTA PROCESSOS QUIMICOS;B4
25005200;REVISTA PROCESSOS URBANOS (ONLINE);A1
26750236;REVISTA PROCESSUS DE POLITICAS PUBLICAS E DESENVOLVIMENTO SOCIAL;B4
2596061X;REVISTA PROCIENCIAS;B4
14153491;REVISTA PROCURADORIA-GERAL DO MUNICIPIO DE PORTO ALEGRE;C
24482757;REVISTA PRODUCAO ACADEMICA;B4
24469580;REVISTA PRODUCAO E DESENVOLVIMENTO;B4
22375163;REVISTA PRODUCAO EM FOCO;C
16761901;REVISTA PRODUCAO ONLINE;B2
23586125;REVISTA PROFANACOES;A4
2639801X;REVISTA PROFESIONAL - FUERZA AEREA DE EUA, CONTINENTE AMERICANO;A3
15190919;REVISTA PROFISSAO DOCENTE;A4
21786275;REVISTA PROJECAO E DOCENCIA;B1
21786283;REVISTA PROJECAO, DIREITO E SOCIEDADE;B2
2447617X;REVISTA PROJETAR - PROJETO E PERCEPCAO DO AMBIENTE;A3
13161164;REVISTA PROPIEDAD INTELECTUAL;A2
26107791;REVISTA PROPUESTAS PARA EL DESARROLLO;B3
21798931;REVISTA PRO-UNIVERSUS;B1
26185474;REVISTA PROYECCIONES;C
18517854;REVISTA PSICOANALISIS DE LAS CONFIGURACIONES VINCULARES;B3
24471798;REVISTA PSICOFAE;B2
21750521;REVISTA PSICOLOGIA & COMUNIDADE;A4
2177093X;REVISTA PSICOLOGIA E SAUDE;A3
19813236;REVISTA PSICOLOGIA EM FOCO (URI. FREDERICO WESTPHALEN);B2
21753539;REVISTA PSICOLOGIA ESCOLAR E EDCUACIONAL;A2
1519549X;REVISTA PSICOLOGIA POLITICA (IMPRESSO);B1
19846657;REVISTA PSICOLOGIA: ORGANIZACOES E TRABALHO;A2
21760969;REVISTA PSICOLOGO INFORMACAO;B1
19888287;REVISTA PSICOONCOLOGIA;A2
21794057;REVISTA PSICOPEDAGOGIA;A3
22387560;REVISTA PUBLICATIO;B2
24477982;REVISTA PUBLICUM;A4
25951637;REVISTA PUBSAUDE;C
25457128;REVISTA PUEBLO;B4
15774376;REVISTA PUEBLOS;B3
18704115;REVISTA PUEBLOS Y FRONTERA DIGITAL;B4
19462026;REVISTA PUERTORIQUENA DE PSICOLOGIA;A2
07190417;REVISTA PUNTO EN GENERO;A3
23449195;REVISTA PYMES, INNOVACION Y DESARROLLO (PID);A4
15160351;REVISTA QUAESTIO IURIS;A3
25260162;REVISTA QUALIDADE HC;C
18093264;REVISTA QUERUBIM;B1
16696581;REVISTA QUESTION/CUESTION;A1
23959088;REVISTA RAITES;B2
1808981X;REVISTA RAIZES E AMIDOS TROPICAIS;B4
23182288;REVISTA RAIZES NO DIREITO (ONLINE);C
21773424;REVISTA RASCUNHOS CULTURAIS;B4
22360700;REVISTA RAZAO CONTABIL E FINANCAS;B3
23186674;REVISTA REAMEC;A4
2237339X;REVISTA REBELA;B1
23583088;REVISTA RECIEN - REVISTA CIENTIFICA DE ENFERMAGEM;B2
20779445;REVISTA REDBIOETICA/UNESCO;B1
18517072;REVISTA REDES;B1
2358243X;REVISTA REDFOCO;B2
23595728;REVISTA REFERENCIA;B1
23587008;REVISTA REFLEXAO E CRITICA DO DIREITO;B3
22386408;REVISTA REFLEXOES;A4
23578378;REVISTA REGIONAL DE ARACATUBA;B4
23585218;REVISTA REINO DE CLIO;B4
23588276;REVISTA RELICARIO;B4
25262874;REVISTA REMECS - REVISTA MULTIDISCIPLINAR DE ESTUDOS CIENTIFICOS EM SAUDE;B2
0122820X;REVISTA RESPUESTAS;B4
25271814;REVISTA RESTAURO;B3
25272594;REVISTA RETRATOS DE ASSENTAMENTOS;B2
25944916;REVISTA RE-UNIR;B2
22388478;REVISTA REVESTRES;B4
19821824;REVISTA RI;B3
25251945;REVISTA RIGEL;B2
1657107X;REVISTA RIIEP;A2
25951203;REVISTA RIOS SAUDE;B4
16770110;REVISTA RISCOS;C
2526947X;REVISTA RIZOMA;B2
02105020;REVISTA ROL DE ENFERMERIA;B1
25266128;REVISTA ROQUETTE PINTO;B4
07197721;REVISTA RUMBOS TS;A4
23594071;REVISTA RUMOS DA HISTORIA;B4
22152466;REVISTA RUPTURAS;A4
25256092;REVISTA RURAL E URBANO - UFPE;B2
16667883;REVISTA SAAP;A2
18531970;REVISTA SAAP (ON LINE);A2
21777381;REVISTA SABERES ACADEMICOS;B4
23593938;REVISTA SABERES DA UNIJIPA;C
25264559;REVISTA SABERES PEDAGOGICOS;B2
24479411;REVISTA SABERES UNIVERSITARIOS;B3
26757095;REVISTA SALA 400;B4
07187475;REVISTA SALUD & SOCIEDAD;A3
16972791;REVISTA SALUD AMBIENTAL;B4
22505768;REVISTA SALUD MENTAL Y COMUNIDAD;B4
19814119;REVISTA SALUSVITA (ONLINE);B4
16684788;REVISTA SAM;B3
25287907;REVISTA SAN GREGORIO;B2
20141874;REVISTA SANS SOLEIL - ESTUDIOS DE LA IMAGEN;A2
19843968;REVISTA SANTA CATARINA EM HISTORIA;B1
19801742;REVISTA SANTA RITA (FACEAS);A4
21833184;REVISTA SANTUARIOS 1;B3
24465062;REVISTA SAO LUIS ORIONE;B4
21769044;REVISTA SAPERE (ONLINE);C
22383565;REVISTA SAPIENCIA: SOCIEDADE, SABERES E PRATICAS EDUCACIONAIS;A4
24468827;REVISTA SAPIENTIA;B2
26746131;REVISTA SARIDH;C
19823282;REVISTA SAUDE;B3
23178469;REVISTA SAUDE & CIENCIA ONLINE;B3
01034490;REVISTA SAUDE (SANTA MARIA);C
21776679;REVISTA SAUDE E CIENCIA;B3
23162864;REVISTA SAUDE E DESENVOLVIMENTO;B3
25950061;REVISTA SAUDE E EDUCACAO;B2
24478822;REVISTA SAUDE E MEIO AMBIENTE – RESMA;C
19831870;REVISTA SAUDE E PESQUISA;B1
23587946;REVISTA SAUDE EM FOCO;C
25254383;REVISTA SAUDE EM FOCO - SECRETARIA MUNICIPAL DE SAUDE;B3
24464813;REVISTA SAUDE EM REDES;B3
23171790;REVISTA SAUDE FISICA & MENTAL;B3
24477079;REVISTA SAUDE INTEGRADA;B1
23183780;REVISTA SAUDE MULTIDISCIPLINAR;B3
23585323;REVISTA SAUDE NA COMUNIDADE;C
23584033;REVISTA SAUDE QUANTICA;C
18090761;REVISTA SAUDE.COM;B2
16764196;REVISTA SCAPE;C
26750228;REVISTA SCIENTIA ALPHA;B4
25254553;REVISTA SCIENTIA: CIENCIA, INFORMACAO, HABILIDADE E CONHECIMENTO;C
26756404;REVISTA SCIENTIARUM HISTORIA;B3
23189584;REVISTA SCIENTIATEC;B1
26760118;REVISTA SCRIPTA ALUMNI;C
25255940;REVISTA SEDA;B2
2238359X;REVISTA SEM ASPAS;B4
16658639;REVISTA SEMESTRAL DE LA FACULTAD DE DERECHO;A2
19830602;REVISTA SEMINARIO INTEGRADO;A4
02141582;REVISTA SENOLOGIA Y PATOLOGIA MAMARIA;B3
23593105;REVISTA SENTIDOS DA CULTURA;B1
23594993;REVISTA SERGIPANA DE EDUCACAO AMBIENTAL.;B1
25255444;REVISTA SERGIPANA DE MATEMATICA E EDUCACAO MATEMATICA;A4
21799040;REVISTA SERTOES - REVISTA ELETRONICA DE HISTORIA;B2
25944142;REVISTA SERVIAM JURIS;C
25271849;REVISTA SERVICO SOCIAL EM PERSPECTIVA;A3
16781252;REVISTA SETREM;B2
07180934;REVISTA SIGNOS;A1
19830378;REVISTA SIGNOS - CENTRO UNIVERSITARIO UNIVATES;A3
26751526;REVISTA SIGNOS GEOGRAFICOS;B4
25948199;REVISTA SILVA;B4
25264486;REVISTA SIMETRIA (PRINT);C
19813988;REVISTA SINAIS;B3
24480797;REVISTA SINALIZAR;B1
26651521;REVISTA SINERGIA (MEDELLIN);B3
22369406;REVISTA SINTESE - DIREITO AMBIENTAL;B3
2179166X;REVISTA SINTESE - DIREITO CIVIL E PROCESSUAL CIVIL;B1
22363025;REVISTA SINTESE - LICITACOES, CONTRATOS E CONVENIOS;C
21791651;REVISTA SINTESE DE DIREITO ADMINISTRATIVO;B1
15191826;REVISTA SINTESE DE DIREITO CIVIL E PROCESSUAL CIVIL;C
22369414;REVISTA SINTESE DE DIREITO DESPORTIVO.;C
15191818;REVISTA SINTESE DE DIREITO PENAL E PROCESSUAL PENAL;B3
21791635;REVISTA SINTESE DIREITO DE FAMILIA;A3
22365346;REVISTA SINTESE DIREITO EMPRESARIAL;A4
22361553;REVISTA SINTESE DIREITO IMOBILIARIO;B4
21791627;REVISTA SINTESE DIREITO PENAL E PROCESSUAL PENAL;A3
2237714X;REVISTA SINTESE DIREITO PREVIDENCIARIO;B2
22363033;REVISTA SINTESE RESPONSABILIDADE PUBLICA;B4
21791643;REVISTA SINTESE TRABALHISTA E PREVIDENCIARIO;B3
23593121;REVISTA SISIFO;B2
26970007;REVISTA SISTEMA PENAL CRITICO;A2
25259555;REVISTA SISTEMAS E MIDIAS DIGITAIS;C
25947036;REVISTA SITIO NOVO;B2
23582871;REVISTA SOBECC;B1
24480525;REVISTA SOBECC - ASSOCIACAO BRASILEIRA DE ENFERMAGEM DE CENTRO CIRURGICO, RECUPERACAO ANESTESICA E CENTRO DE MATERIAL E ESTERILIZACAO;B1
14144425;REVISTA SOBECC (SAO PAULO);B1
21747210;REVISTA SOBRE LA INFANCIA Y LA ADOLESCENCIA (ONLINE);B1
25951424;REVISTA SOBRECINEMA;B4
23171758;REVISTA SOCIAIS E HUMANAS;B3
16576357;REVISTA SOCIEDAD Y ECONOMIA;A2
18084540;REVISTA SOCIEDADE BRASILEIRA DE FARMACIA HOSPITALAR;B3
25958402;REVISTA SOCIEDADE CIENTIFICA;B2
26753464;REVISTA SOCIEDADE E AMBIENTE;B4
19805462;REVISTA SOCIEDADE E ESTADO;A1
21778396;REVISTA SOCIEDADE E TERRITORIO;A2
18092721;REVISTA SOCIOLOGIA JURIDICA;B3
25953869;REVISTA SOCIOLOGIA, POLITICA E CIDADANIA;B4
18093957;REVISTA SODEBRAS;B2
23172339;REVISTA SOFIA - VERSAO ELETRONICA;A3
19806973;REVISTA SOLDAGEM E INSPECAO;B2
23168838;REVISTA SOLETRAS;A3
2447701X;REVISTA SOMMA;B2
21762511;REVISTA SOPHIA;B4
27272354;REVISTA SOVRASTRUTTURE;A4
11217480;REVISTA SPAGNA CONTEMPORANEA;B1
25253395;REVISTA STRICTO SENSU;B2
23595817;REVISTA SUBVERSA - LITERATURA LUSO-BRASILEIRA;C
2318650X;REVISTA SUL AMERICANA DE PSICOLOGIA;B3
23175338;REVISTA SUL-AMERICANA DE CIENCIA POLITICA;B1
18063985;REVISTA SUL-AMERICANA DE ENGENHARIA ESTRUTURAL;B4
23162457;REVISTA SUL-AMERICANA DE ENGENHARIA ESTRUTURAL (ONLINE);B4
16798775;REVISTA SUL-AMERICANA DE FILOSOFIA E EDUCACAO;B1
22360417;REVISTA SUL-BRASILEIRA DE ENFERMAGEM;C
25958518;REVISTA SUMAUMA;B4
25959204;REVISTA SUMMAE SAPIENTIAE;B2
07188846;REVISTA SUSTENTABILIDAD(ES) (IMPRESA);B4
23168900;REVISTA SUSTENTABILIDADE ORGANIZACIONAL;B3
25946285;REVISTA SYNTHESIS LETRAS EDUCACAO E HUMANIDADES (ONLINE);C
23593261;REVISTA TAMANDUA;B3
16761995;REVISTA TAMOIOS (IMPRESSO);A2
19804490;REVISTA TAMOIOS (ONLINE);A2
23174226;REVISTA TARRAFA;B4
2176719X;REVISTA TCMRJ;B3
